tAF5	 tAFx   starId	    etaS[deg]	sig_eta[mas]   zetaS[deg]	sig_zeta[mas]	etaJup[deg]	zetaJup[deg]	etaSpin[deg]	zetaSpin[deg] jupPosGCX[m]  jupPosGCY[m]  jupPosGCZ[m]  gaiaPosX[m]  gaiaPosY[m]  gaiaPosZ[m]   long_jupGC[deg]   lat_jupGC[deg]  long_gaia[deg]   lat_gaia[deg]   starRA[deg]  starDec[deg] 
2017.1509211106013  2017.150920494697  3631060567169213952  0.5458299198897609  0.07829083372934133  -0.24481454221847285  0.2708456899621524  -0.022152161499767377  -0.08978046966232031  -86.39081187274081  14.051663585847223  -6.521603663147928E11  -2.545234620071544E11  -9.025999917988591E10  -1.3621284559440417E11  5.600713862567463E10  2.4352846374164845E10  201.3195786204917  -7.346633977353023  157.64882449550458  9.38908348045093  201.072637025802  -7.88212522988285
2017.1509211106013  2017.150920494697  3631150658403448192  0.2864626932229978  0.09362787257561955  -0.44837271039854776  0.20010329069360158  -0.022152161499767377  -0.08978046966232031  -86.39081187274081  14.051663585847223  -6.521603663147928E11  -2.545234620071544E11  -9.025999917988591E10  -1.3621284559440417E11  5.600713862567463E10  2.4352846374164845E10  201.3195786204917  -7.346633977353023  157.64882449550458  9.38908348045093  200.91231910948684  -7.593197074173064
2017.1509211106013  2017.150920494697  3631485528413582336  -0.5882148072094592  0.08472657108950833  -0.03752314129988966  0.2634135517638642  -0.022152161499767377  -0.08978046966232031  -86.39081187274081  14.051663585847223  -6.521603663147928E11  -2.545234620071544E11  -9.025999917988591E10  -1.3621284559440417E11  5.600713862567463E10  2.4352846374164845E10  201.3195786204917  -7.346633977353023  157.64882449550458  9.38908348045093  201.4634987361527  -6.796371214764134
2017.1509211106013  2017.150920494697  3631167116717952256  -0.05207981318659571  0.06913748454149449  -0.3936953528243169  0.1738774437373504  -0.022152161499767377  -0.08978046966232031  -86.39081187274081  14.051663585847223  -6.521603663147928E11  -2.545234620071544E11  -9.025999917988591E10  -1.3621284559440417E11  5.600713862567463E10  2.4352846374164845E10  201.3195786204917  -7.346633977353023  157.64882449550458  9.38908348045093  201.02203458546364  -7.267963659132157
2017.1509211106013  2017.150920494697  3631453505137203968  -0.3653786762190573  0.1007184825274837  -0.2661642497485383  0.29468744198582136  -0.022152161499767377  -0.08978046966232031  -86.39081187274081  14.051663585847223  -6.521603663147928E11  -2.545234620071544E11  -9.025999917988591E10  -1.3621284559440417E11  5.600713862567463E10  2.4352846374164845E10  201.3195786204917  -7.346633977353023  157.64882449550458  9.38908348045093  201.19997322863577  -6.979410470906252
2017.1509211106013  2017.150920494697  3631356709458613120  -0.1820338100334866  0.07514453910468702  -0.41936574680378785  0.19467767071002162  -0.022152161499767377  -0.08978046966232031  -86.39081187274081  14.051663585847223  -6.521603663147928E11  -2.545234620071544E11  -9.025999917988591E10  -1.3621284559440417E11  5.600713862567463E10  2.4352846374164845E10  201.3195786204917  -7.346633977353023  157.64882449550458  9.38908348045093  201.01775269222028  -7.135571162228047
2017.1509211106013  2017.150920494697  3631191099815174272  0.10282651646734975  0.07695369384637084  0.09227731733921578  0.24178191506001168  -0.022152161499767377  -0.08978046966232031  -86.39081187274081  14.051663585847223  -6.521603663147928E11  -2.545234620071544E11  -9.025999917988591E10  -1.3621284559440417E11  5.600713862567463E10  2.4352846374164845E10  201.3195786204917  -7.346633977353023  157.64882449550458  9.38908348045093  201.4804831744431  -7.499323745004589
2017.1509211106013  2017.150920494697  3631256894418771584  -0.1325683354119196  0.08485009079177977  -0.09572702844003092  0.2554181460791733  -0.022152161499767377  -0.08978046966232031  -86.39081187274081  14.051663585847223  -6.521603663147928E11  -2.545234620071544E11  -9.025999917988591E10  -1.3621284559440417E11  5.600713862567463E10  2.4352846374164845E10  201.3195786204917  -7.346633977353023  157.64882449550458  9.38908348045093  201.33164106965066  -7.236694512025911
2017.1509211106013  2017.150920494697  3631356404516663936  -0.14536634869652346  0.1003137366468181  -0.4597082233470765  0.22575909868674354  -0.022152161499767377  -0.08978046966232031  -86.39081187274081  14.051663585847223  -6.521603663147928E11  -2.545234620071544E11  -9.025999917988591E10  -1.3621284559440417E11  5.600713862567463E10  2.4352846374164845E10  201.3195786204917  -7.346633977353023  157.64882449550458  9.38908348045093  200.9716343102729  -7.165224530341875
2017.1509211106013  2017.150920494697  3631266072764288000  -0.2583957090844306  0.07747649832716345  -0.06419882650870108  0.23726659559854307  -0.022152161499767377  -0.08978046966232031  -86.39081187274081  14.051663585847223  -6.521603663147928E11  -2.545234620071544E11  -9.025999917988591E10  -1.3621284559440417E11  5.600713862567463E10  2.4352846374164845E10  201.3195786204917  -7.346633977353023  157.64882449550458  9.38908348045093  201.3834269424686  -7.117590072993389
2017.1509211106013  2017.150920494697  3631298199119733504  -0.5963005195088303  0.07244555402615552  0.1191570521913088  0.2235039911235217  -0.022152161499767377  -0.08978046966232031  -86.39081187274081  14.051663585847223  -6.521603663147928E11  -2.545234620071544E11  -9.025999917988591E10  -1.3621284559440417E11  5.600713862567463E10  2.4352846374164845E10  201.3195786204917  -7.346633977353023  157.64882449550458  9.38908348045093  201.62051664240363  -6.813577663001455
