pl_name,hostname,pl_orbsmax,pl_radj,pl_massj,st_rad,st_mass,ra,dec,sy_dist,sy_gaiamag
Proxima Cen b,Proxima Cen,0.0485,,,0.14,0.12,217.3934657,-62.6761821,1.30119,8.95361
eps Eri b,eps Eri,3.5,,,0.76,0.81,53.2284306,-9.4581715,3.2026,3.47719
GJ 887 b,GJ 887,0.068,,,0.47,0.49,346.4668274,-35.8530693,3.29,
GJ 887 c,GJ 887,0.12,,,0.47,0.49,346.4668274,-35.8530693,3.29,
Ross 128 b,Ross 128,0.0496,,,0.2,0.17,176.9376036,0.7992898,3.37454,9.59067
GJ 15 A b,GJ 15 A,0.072,,,0.38,0.38,4.6126677,44.0247296,3.56228,7.2162
GJ 15 A c,GJ 15 A,5.4,,,0.38,0.38,4.6126677,44.0247296,3.56228,7.2162
tau Cet e,tau Cet,0.538,,,,0.78,26.0093029,-15.9337987,3.60304,3.24854
tau Cet f,tau Cet,1.334,,,,0.78,26.0093029,-15.9337987,3.60304,3.24854
tau Cet g,tau Cet,0.133,,,,0.78,26.0093029,-15.9337987,3.60304,3.24854
tau Cet h,tau Cet,0.243,,,,0.78,26.0093029,-15.9337987,3.60304,3.24854
eps Ind A b,eps Ind A,11.55,,3.25,,0.75,330.8714021,-56.7969023,3.63857,4.34562
GJ 1061 b,GJ 1061,0.021,,,0.16,0.12,54.0032486,-44.5143104,3.67278,10.9889
GJ 1061 c,GJ 1061,0.035,,,0.16,0.12,54.0032486,-44.5143104,3.67278,10.9889
GJ 1061 d,GJ 1061,0.054,,,0.16,0.12,54.0032486,-44.5143104,3.67278,10.9889
YZ Cet b,YZ Cet,0.0156,,,0.17,0.13,18.1330792,-16.9962434,3.71207,10.4294
YZ Cet c,YZ Cet,0.0209,,,0.17,0.13,18.1330792,-16.9962434,3.71207,10.4294
YZ Cet d,YZ Cet,0.0276,,,0.17,0.13,18.1330792,-16.9962434,3.71207,10.4294
Teegarden's Star b,Teegarden's Star,0.0252,,,0.11,0.09,43.2691449,16.8649024,3.83078,12.2746
Teegarden's Star c,Teegarden's Star,0.0443,,,0.11,0.09,43.2691449,16.8649024,3.83078,12.2746
Kapteyn c,Kapteyn,0.311,,,0.29,0.28,77.9586613,-45.0430198,3.93305,8.06198
Wolf 1061 b,Wolf 1061,0.0375,,,0.31,0.29,247.5748276,-12.6676866,4.30592,8.79444
Wolf 1061 c,Wolf 1061,0.08427,,,,0.25,247.5748276,-12.6676866,4.30592,8.79444
Wolf 1061 d,Wolf 1061,0.2039,,,,0.25,247.5748276,-12.6676866,4.30592,8.79444
GJ 9066 b,GJ 9066,0.403,,,,0.15,30.0588307,13.0443172,4.471,10.6711
GJ 9066 c,GJ 9066,0.87,,,,0.15,30.0588307,13.0443172,4.471,10.6711
GJ 674 b,GJ 674,0.039,,,,0.35,262.1700476,-46.8989826,4.54896,8.33063
GJ 687 b,GJ 687,0.1658,,,0.4,0.42,264.1041731,68.3336741,4.54939,8.02754
GJ 687 c,GJ 687,1.165,,,,0.4,264.1041731,68.3336741,4.54939,8.02754
GJ 876 b,GJ 876,0.2177,,,0.37,0.37,343.3239737,-14.2665958,4.67517,8.8753
GJ 876 c,GJ 876,0.13,,,0.35,0.34,343.3239737,-14.2665958,4.67517,8.8753
GJ 876 d,GJ 876,,,,0.35,0.34,343.3239737,-14.2665958,4.67517,8.8753
GJ 876 e,GJ 876,0.3514,,0.05217,,0.37,343.3239737,-14.2665958,4.67517,8.8753
GJ 832 b,GJ 832,3.56,,,,0.45,323.3912616,-49.0125169,4.96435,7.73761
GJ 832 c,GJ 832,0.163,,,,0.45,323.3912616,-49.0125169,4.96435,7.73761
GJ 682 b,GJ 682,0.08,,,,0.27,264.2610245,-44.3232519,5.00671,9.57025
GJ 682 c,GJ 682,0.176,,,,0.27,264.2610245,-44.3232519,5.00671,9.57025
HD 26965 b,HD 26965,,,,0.87,0.78,63.8082666,-7.6676027,5.03545,4.18665
GJ 3323 b,GJ 3323,0.03282,,,0.12,0.16,75.4868824,-6.9485133,5.37484,10.6467
GJ 3323 c,GJ 3323,0.1264,,,0.12,0.16,75.4868824,-6.9485133,5.37484,10.6467
GJ 251 b,GJ 251,0.0818,,,0.36,0.36,103.7002499,33.2664632,5.58057,8.85518
GJ 411 b,GJ 411,0.0789,,,0.39,0.39,165.834471,35.972317,5.675773,
HD 95735 c,GJ 411,3.1,,,0.37,0.39,165.834471,35.972317,5.675773,
GJ 229 A c,GJ 229,0.339,,,,0.58,92.6435993,-21.8677233,5.75624,7.30724
GJ 229 b,GJ 229,0.898,,,,0.58,92.6435993,-21.8677233,5.75624,7.30724
HD 180617 b,HD 180617,0.343,,,0.48,0.48,289.2277322,5.1631615,5.91059,8.0976
GJ 273 b,GJ 273,0.091101,,,0.29,0.29,111.852091,5.225807,5.921535,
GJ 273 c,GJ 273,0.036467,,,0.29,0.29,111.852091,5.225807,5.921535,
HD 20794 b,HD 20794,0.1207,,,,0.7,49.9997666,-43.0666533,6.00278,4.06635
HD 20794 c,HD 20794,0.2036,,,,0.7,49.9997666,-43.0666533,6.00278,4.06635
HD 20794 d,HD 20794,0.364,,,,0.81,49.9997666,-43.0666533,6.00278,4.06635
HD 20794 e,HD 20794,0.509,,,,0.81,49.9997666,-43.0666533,6.00278,4.06635
GJ 581 b,GJ 581,0.040616,,,0.29,0.31,229.8564725,-7.7226935,6.2981,9.411
GJ 581 c,GJ 581,0.07359,,,0.32,0.32,229.8564725,-7.7226935,6.2981,9.411
GJ 581 e,GJ 581,0.03,,,,,229.8564725,-7.7226935,6.2981,9.411
GJ 338 B b,GJ 338 B,0.141,,,0.58,0.64,138.5916722,52.6835211,6.33256,7.04775
GJ 625 b,GJ 625,0.078361,,,0.31,0.3,246.3557854,54.3033625,6.47249,9.13702
HD 219134 b,HD 219134,0.03876,0.143,0.01491,0.78,0.81,348.3372026,57.1696255,6.53127,5.2402
HD 219134 c,HD 219134,0.064,,,0.78,0.78,348.3372026,57.1696255,6.53127,5.2402
HD 219134 d,HD 219134,0.2345,,,0.76,0.79,348.3372026,57.1696255,6.53127,5.2402
HD 219134 f,HD 219134,0.14574,,,0.77,0.79,348.3372026,57.1696255,6.53127,5.2402
HD 219134 g,HD 219134,0.3753,,,0.77,0.79,348.3372026,57.1696255,6.53127,5.2402
HD 219134 h,HD 219134,3.015,,,,0.79,348.3372026,57.1696255,6.53127,5.2402
LTT 1445 A b,LTT 1445 A,,,,0.28,,45.4624781,-16.5944956,6.86929,10.0469
LTT 1445 A c,LTT 1445 A,0.02661,0.102,0.00485,0.27,0.26,45.4624781,-16.5944956,6.86929,10.0469
GJ 393 b,GJ 393,0.05402,,,0.43,0.43,157.2288672,0.8378485,7.03149,8.67373
GJ 667 C b,GJ 667 C,0.0505,,,,0.33,259.7510609,-34.9977651,7.24396,9.38033
GJ 667 C c,GJ 667 C,0.125,,,,,259.7510609,-34.9977651,7.24396,9.38033
GJ 667 C e,GJ 667 C,0.213,,,,0.33,259.7510609,-34.9977651,7.24396,9.38033
GJ 667 C f,GJ 667 C,0.156,,,,0.33,259.7510609,-34.9977651,7.24396,9.38033
GJ 667 C g,GJ 667 C,0.549,,,,0.33,259.7510609,-34.9977651,7.24396,9.38033
GJ 1151 b,GJ 1151,0.01735,,,,,177.7304866,48.3732334,8.03625,11.6938
GJ 486 b,GJ 486,,,,0.33,,191.981531,9.7494181,8.07426,10.094
Gl 686 b,Gl 686,0.0917,,,0.43,0.43,264.4764878,18.5959509,8.15728,8.73899
61 Vir b,61 Vir,0.04956,,,1.03,0.91,199.596455,-18.3157745,8.50332,4.54052
61 Vir c,61 Vir,0.2175,,,0.96,0.94,199.596455,-18.3157745,8.50332,4.54052
61 Vir d,61 Vir,0.476,,,0.96,0.94,199.596455,-18.3157745,8.50332,4.54052
CD Cet b,CD Cet,0.0185,,,0.17,0.16,48.3530155,4.7751881,8.60715,12.1232
HD 192310 b,HD 192310,0.32,,,,0.8,303.8284712,-27.0337556,8.79687,5.47661
HD 192310 c,HD 192310,1.18,,,,0.8,303.8284712,-27.0337556,8.79687,5.47661
GJ 849 b,GJ 849,2.409,,,0.47,0.5,332.4229938,-4.6408317,8.80058,9.2245
GJ 849 c,GJ 849,4.974,,,0.47,0.5,332.4229938,-4.6408317,8.80058,9.2245
GJ 433 b,GJ 433,0.06,,,0.5,0.59,173.8619194,-32.5436302,9.06456,8.89138
GJ 433 c,GJ 433,3.6,,,,0.48,173.8619194,-32.5436302,9.06456,8.89138
GJ 433 d,GJ 433,0.178,,,,0.48,173.8619194,-32.5436302,9.06456,8.89138
HD 102365 b,HD 102365,0.46,,,,0.85,176.6208003,-40.4986211,9.2894,4.71107
GJ 367 b,GJ 367,0.0071,0.064,0.00172,0.46,0.45,146.121464,-45.7790165,9.41263,9.15159
GJ 357 b,GJ 357,0.035,0.109,0.00579,0.34,0.34,144.0074644,-21.6650634,9.44181,9.88036
GJ 357 c,GJ 357,0.061,,,0.34,0.34,144.0074644,-21.6650634,9.44181,9.88036
GJ 357 d,GJ 357,0.204,,,0.34,0.34,144.0074644,-21.6650634,9.44181,9.88036
HD 285968 b,HD 285968,0.066,,,0.49,0.48,70.7353853,18.953358,9.47045,8.99955
GJ 3512 b,GJ 3512,0.338,,,0.14,0.12,130.3316616,59.4918364,9.48637,13.1117
AU Mic b,AU Mic,0.066,0.375,,0.75,0.5,311.2911369,-31.34245,9.7221,7.84038
AU Mic c,AU Mic,0.1101,0.289,0.04279,0.75,0.5,311.2911369,-31.34245,9.7221,7.84038
GJ 436 b,GJ 436,,,,,,175.5505363,26.7030669,9.75321,9.57148
Gl 49 b,Gl 49,0.0905,,,0.51,0.52,15.6687321,62.3454386,9.8528,8.66282
GJ 1265 b,GJ 1265,0.026,,,0.19,0.18,333.4324675,-17.6870623,10.2525,12.0807
GJ 649 b,GJ 649,1.135,,,,0.54,254.5363221,25.7419719,10.3796,8.81875
GJ 536 b,GJ 536,0.067,,,0.51,0.51,210.2597264,-2.6522901,10.4092,8.85881
HIP 48714 b,HIP 48714,0.112,,,,0.58,149.0332672,62.7859505,10.5298,8.22861
L 98-59 b,L 98-59,,,,0.31,,124.5328604,-68.3144658,10.6194,10.5976
L 98-59 c,L 98-59,0.0324,0.12,,0.31,0.31,124.5328604,-68.3144658,10.6194,10.5976
L 98-59 d,L 98-59,0.0486,0.136,0.0061,0.3,0.27,124.5328604,-68.3144658,10.6194,10.5976
L 98-59 e,L 98-59,0.0717,,,0.3,0.27,124.5328604,-68.3144658,10.6194,10.5976
HD 147379 b,HD 147379,0.3315,,,0.63,0.65,244.1725686,67.2392041,10.7643,7.90052
GJ 86 b,GJ 86,0.11,,,0.77,0.93,32.6224785,-50.8209945,10.7836,5.88516
COCONUTS-2 b,COCONUTS-2 A,7506.0,1.11,6.3,0.39,0.37,117.300914,-76.702696,10.8864,10.146
GJ 1148 b,GJ 1148,0.166,,,0.36,0.34,175.4326081,42.7515862,11.0143,10.5769
GJ 1148 c,GJ 1148,0.912,,,0.36,0.34,175.4326081,42.7515862,11.0143,10.5769
GJ 740 b,GJ 740,0.029,,,0.56,0.58,284.4997178,5.902867,11.1017,8.45636
HD 3651 b,HD 3651,0.295,,,,0.8,9.8387218,21.2488844,11.1336,5.65255
HD 85512 b,HD 85512,0.26,,,0.71,0.43,147.7821226,-43.5048162,11.281,7.18726
Ross 458 c,Ross 458,1100.0,1.25,6.0,0.56,0.56,195.1912147,12.3755996,11.5094,8.90809
HD 141004 b,HD 141004,0.1238,,,1.39,1.05,236.6099205,7.3527684,11.8148,4.27965
GJ 414 A b,GJ 414 A,0.2403,,,0.67,0.69,167.7745044,30.4451688,11.8893,7.72808
GJ 414 A c,GJ 414 A,1.4,0.749,,0.68,0.65,167.7745044,30.4451688,11.8893,7.72808
GJ 96 b,GJ 96,0.291,,,,0.6,35.5624031,47.8802075,11.9315,8.63186
GJ 180 b,GJ 180,0.103,,,,0.43,73.460097,-17.776194,11.9407,9.93395
GJ 180 c,GJ 180,0.129,,,,0.43,73.460097,-17.776194,11.9407,9.93395
GJ 180 d,GJ 180,0.309,,,,0.43,73.460097,-17.776194,11.9407,9.93395
GJ 179 b,GJ 179,2.523,,,0.38,0.39,73.0245495,6.4752347,12.356,10.7055
HD 69830 b,HD 69830,0.0785,,,,0.86,124.6010091,-12.6364246,12.5591,5.75392
HD 69830 c,HD 69830,0.186,,,,0.86,124.6010091,-12.6364246,12.5591,5.75392
HD 69830 d,HD 69830,0.645,,,0.89,0.89,124.6010091,-12.6364246,12.5591,5.75392
55 Cnc b,55 Cnc,0.115,,,,,133.1468373,28.3298154,12.5855,5.72973
55 Cnc c,55 Cnc,0.241376,,0.1714,,0.95,133.1468373,28.3298154,12.5855,5.72973
55 Cnc d,55 Cnc,5.54,,,0.96,0.97,133.1468373,28.3298154,12.5855,5.72973
55 Cnc e,55 Cnc,0.0377,,,0.96,0.9,133.1468373,28.3298154,12.5855,5.72973
55 Cnc f,55 Cnc,0.788,,0.141,,0.95,133.1468373,28.3298154,12.5855,5.72973
GJ 1132 b,GJ 1132,0.01533,0.128,0.00513,0.26,0.18,153.7090696,-47.1549358,12.613,12.138
GJ 1132 c,GJ 1132,0.0476,,,0.21,0.18,153.7090696,-47.1549358,12.613,12.138
GJ 422 b,GJ 422,0.119,,,,0.35,168.9810458,-57.5425629,12.6631,10.4771
HD 190007 b,HD 190007,0.092,,,0.79,0.77,300.6956339,3.3266992,12.7141,7.06341
HD 147513 b,HD 147513,1.32,,,,1.11,246.0057894,-39.1929661,12.9032,5.22664
HD 40307 b,HD 40307,0.0468,,,,0.77,88.5172191,-60.0237289,12.9363,6.84367
HD 40307 c,HD 40307,0.0799,,,,0.77,88.5172191,-60.0237289,12.9363,6.84367
HD 40307 d,HD 40307,0.134,,,,0.77,88.5172191,-60.0237289,12.9363,6.84367
HD 40307 f,HD 40307,0.2491,,,0.72,0.79,88.5172191,-60.0237289,12.9363,6.84367
HD 40307 g,HD 40307,0.6,,,,0.77,88.5172191,-60.0237289,12.9363,6.84367
HD 211970 b,HD 211970,0.143,,,,0.61,335.5661579,-54.5596006,13.1277,8.40444
ups And b,ups And,0.059,,,,,24.1983534,41.4038147,13.4054,3.98687
ups And c,ups And,0.8265,,,1.62,1.29,24.1983534,41.4038147,13.4054,3.98687
ups And d,ups And,2.51329,,,1.56,1.3,24.1983534,41.4038147,13.4054,3.98687
HD 22496 b,HD 22496,0.051,,,0.67,0.68,53.7565398,-48.4178173,13.5956,8.01945
GJ 3779 b,GJ 3779,0.026,,,0.28,0.27,200.7335358,24.4639425,13.743,11.6266
47 UMa b,47 UMa,2.11,,,,,164.8647611,40.4304931,13.7967,4.87837
47 UMa c,47 UMa,7.73,,,,,164.8647611,40.4304931,13.7967,4.87837
47 UMa d,47 UMa,11.6,,,1.21,1.06,164.8647611,40.4304931,13.7967,4.87837
TOI-540 b,TOI-540,,,,0.2,,76.3096949,-47.9375391,14.0022,12.8938
gam Cep b,gam Cep,2.05,,,4.9,1.4,354.8358233,77.6331009,14.1024,2.92627
GJ 480 b,GJ 480,0.068,,,,0.45,189.7134226,11.6950708,14.2358,10.3249
GJ 685 b,GJ 685,0.1344,,,0.54,0.55,263.8960378,61.6793482,14.3155,9.1671
HIP 79431 b,HIP 79431,0.36,,,,0.49,243.1742467,-18.8764247,14.5324,10.2351
GJ 1214 b,GJ 1214,0.0149,0.245,0.02571,0.21,0.18,258.8313991,4.9606795,14.6427,13.0089
HD 136352 b,HD 136352,0.0964,0.148,0.01485,1.06,0.87,230.4401147,-48.3188174,14.682,5.48495
HD 136352 c,HD 136352,0.1666,,,,0.81,230.4401147,-48.3188174,14.682,5.48495
HD 136352 d,HD 136352,0.425,0.229,0.02775,1.06,0.87,230.4401147,-48.3188174,14.682,5.48495
LHS 3844 b,LHS 3844,0.00622,0.116,,0.19,0.15,340.4962038,-69.1721081,14.8846,13.3925
Gl 378 b,Gl 378,0.039435,,,0.56,0.56,150.5865513,48.0824515,14.9545,9.26515
LHS 1140 b,LHS 1140,0.0957,0.146,0.02007,0.21,0.19,11.248632,-15.2741085,14.9861,12.6706
LHS 1140 c,LHS 1140,0.02675,0.114,0.00569,0.21,0.18,11.248632,-15.2741085,14.9861,12.6706
GJ 163 b,GJ 163,0.0607,,,,,62.3228353,-53.3711768,15.1285,10.6771
GJ 163 c,GJ 163,0.1254,,,,,62.3228353,-53.3711768,15.1285,10.6771
GJ 163 d,GJ 163,1.0304,,,,,62.3228353,-53.3711768,15.1285,10.6771
GJ 317 b,GJ 317,1.151,,,,0.42,130.2445254,-23.452809,15.1968,10.7539
GJ 317 c,GJ 317,25.0,,,,0.42,130.2445254,-23.452809,15.1968,10.7539
HD 238090 b,HD 238090,0.0932,,,0.57,0.58,183.0886375,54.486153,15.2354,9.037911
51 Peg b,51 Peg,0.05235,,,1.19,1.07,344.3675399,20.7690958,15.4614,5.28647
GJ 720 A b,GJ 720 A,0.119,,,0.56,0.57,278.8294172,45.7456038,15.5575,9.10496
HD 160691 b,HD 160691,1.5,,,,1.08,266.0361585,-51.8348751,15.5981,4.94916
HD 160691 c,HD 160691,4.17,,,,1.08,266.0361585,-51.8348751,15.5981,4.94916
HD 160691 d,HD 160691,0.09,,,,1.1,266.0361585,-51.8348751,15.5981,4.94916
HD 160691 e,HD 160691,0.934,,,1.38,1.03,266.0361585,-51.8348751,15.5981,4.94916
tau Boo b,tau Boo,0.049,,,1.43,1.32,206.8134593,17.4571647,15.6521,4.36617
GJ 3929 b,GJ 3929,0.02569,0.103,0.00381,0.32,0.31,239.5775678,35.4081141,15.8095,11.5109
HD 190360 b,HD 190360,,,,1.17,0.98,300.9092476,29.894541,16.0069,5.55436
HD 190360 c,HD 190360,0.128,,,,0.96,300.9092476,29.894541,16.0069,5.55436
G 264-012 b,G 264-012,0.02279,,,0.3,0.3,326.6719598,66.803848,16.009,11.7617
G 264-012 c,G 264-012,0.0525,,,0.3,0.3,326.6719598,66.803848,16.009,11.7617
GJ 676 A b,GJ 676 A,1.82,,,,,262.5448903,-51.6377777,16.0272,8.86517
GJ 676 A c,GJ 676 A,6.6,,,,,262.5448903,-51.6377777,16.0272,8.86517
GJ 676 A d,GJ 676 A,0.0413,,,,0.71,262.5448903,-51.6377777,16.0272,8.86517
GJ 676 A e,GJ 676 A,,,,,,262.5448903,-51.6377777,16.0272,8.86517
HD 113538 b,HD 113538,1.24,,,0.53,0.58,196.233933,-52.4463502,16.2817,8.4428
HD 113538 c,HD 113538,2.43,,,0.65,0.7,196.233933,-52.4463502,16.2817,8.4428
GJ 143 b,GJ 143,0.1915,0.233,0.07142,0.69,0.73,51.7501882,-63.500166,16.32,7.67906
HD 21749 c,GJ 143,0.0695,0.08,0.01164,0.69,0.73,51.7501882,-63.500166,16.32,7.67906
HD 128311 b,HD 128311,1.02,,,,0.8,219.0032292,9.7454368,16.3292,7.16719
HD 128311 c,HD 128311,1.742,,,0.78,0.84,219.0032292,9.7454368,16.3292,7.16719
GJ 3082 b,GJ 3082,0.079,,,,0.47,18.6432425,-53.9407751,16.6186,10.2011
HD 177565 b,HD 177565,0.246,,,,1.0,286.7175787,-37.8122394,16.9179,5.9739
GJ 3942 b,GJ 3942,0.0608,,,0.61,0.63,242.2645452,52.9441443,16.9287,9.40765
HD 7924 b,HD 7924,0.057,,,0.78,0.83,20.4956562,76.7101475,16.9922,6.92516
HD 7924 c,HD 7924,0.1121,,,0.78,0.8,20.4956562,76.7101475,16.9922,6.92516
HD 7924 d,HD 7924,0.1551,,,0.78,0.83,20.4956562,76.7101475,16.9922,6.92516
HR 810 b,HR 810,0.91,,,,1.03,40.6417178,-50.7993484,17.3181,5.25587
HD 10647 b,HD 10647,2.03,,,,1.1,25.6233526,-53.7412852,17.3357,5.38178
rho CrB b,rho CrB,0.23,,,1.31,1.0,240.2600639,33.3001861,17.4671,5.24167
rho CrB c,rho CrB,0.4157,,,1.36,0.91,240.2600639,33.3001861,17.4671,5.24167
GJ 504 b,GJ 504,43.5,,4.0,,1.22,199.192348,9.4249781,17.5299,5.04156
GJ 3021 b,GJ 3021,0.49,,,0.9,0.9,4.0634323,-79.8514218,17.5559,6.39729
LSPM J2116+0234 b,LSPM J2116+0234,0.0876,,,0.43,0.43,319.1147513,2.5807711,17.6297,10.8595
HIP 38594 b,HIP 38594,0.256,,,,0.61,118.5439118,-25.3023073,17.7886,9.08528
HIP 38594 c,HIP 38594,3.805,,,,0.61,118.5439118,-25.3023073,17.7886,9.08528
70 Vir b,70 Vir,0.481,,,1.89,1.09,202.1064898,13.7763085,17.9011,4.76178
HD 189567 b,HD 189567,0.111,,,,0.83,301.3959616,-67.3237992,17.9055,5.9098
HD 189567 c,HD 189567,0.197,,,,0.83,301.3959616,-67.3237992,17.9055,5.9098
HD 3765 b,HD 3765,2.108,,,0.83,0.85,10.2072994,40.1842918,17.926,7.07827
14 Her b,14 Her,2.83,,,1.0,0.97,242.6021014,43.8163621,17.9323,6.383
HD 145675 c,14 Her,16.4,,,1.0,0.97,242.6021014,43.8163621,17.9323,6.383
HN Peg b,HN Peg,773.0,1.051,21.9987,,,326.1315705,14.7714524,18.1186,5.82363
GJ 3998 b,GJ 3998,0.029,,,0.49,0.5,259.0020507,11.0561751,18.1459,9.98337
GJ 3998 c,GJ 3998,0.089,,,0.49,0.5,259.0020507,11.0561751,18.1459,9.98337
HD 99492 b,HD 99492,0.12,,,0.83,0.48,171.689687,3.0071331,18.2038,7.26005
LHS 1478 b,LHS 1478,0.01848,0.111,0.00733,0.25,0.24,44.3388743,76.5514045,18.2276,12.2598
HD 154088 b,HD 154088,0.134,,,,0.91,256.1164214,-28.5838342,18.2692,6.36693
HD 39091 b,HD 39091,3.38,,,,1.1,84.2992798,-80.4646041,18.2702,5.5128
pi Men c,HD 39091,,,,1.15,,84.2992798,-80.4646041,18.2702,5.5128
HD 27442 b,HD 27442,1.271,,,,1.23,64.1205476,-59.3028771,18.2704,4.14532
HD 154345 b,HD 154345,4.272,,,0.87,0.89,255.6524619,47.0855544,18.284,6.56771
HD 87883 b,HD 87883,3.58,,,0.79,0.66,152.1794175,34.2419984,18.2912,7.27194
HIP 54373 b,HIP 54373,0.063,,,,0.57,166.8643532,-19.2916857,18.7168,9.64076
HIP 54373 c,HIP 54373,0.099,,,,0.57,166.8643532,-19.2916857,18.7168,9.64076
WD 0806-661 b,WD 0806-661,2500.0,,7.5,,,121.7275683,-66.3058835,19.2444,13.6826
HD 216520 b,HD 216520,0.198,,,0.76,0.82,341.8768719,83.6975307,19.552,7.27896
HD 216520 c,HD 216520,0.528,,,0.76,0.82,341.8768719,83.6975307,19.552,7.27896
HD 192263 b,HD 192263,0.146,,,,0.74,303.4990864,-0.8657574,19.6359,7.49558
bet Pic b,bet Pic,9.04,,,1.54,1.95,86.8212337,-51.066148,19.7442,3.82015
bet Pic c,bet Pic,2.7,,9.0,,1.75,86.8212337,-51.066148,19.7442,3.82015
HD 189733 b,HD 189733,,1.13,1.13,0.75,0.79,300.1821223,22.7097759,19.7638,7.41432
7 CMa b,7 CMa,1.93,,,4.91,,99.171276,-19.2561808,19.8101,3.67853
7 CMa c,7 CMa,2.153,,,4.87,1.34,99.171276,-19.2561808,19.8101,3.67853
LHS 1678 b,LHS 1678,,,,0.34,,68.1789866,-39.7908744,19.8782,11.5403
LHS 1678 c,LHS 1678,,,,0.34,,68.1789866,-39.7908744,19.8782,11.5403
HD 217107 b,HD 217107,0.074,,,,1.05,344.5647243,-2.3954489,20.0619,5.96401
HD 217107 c,HD 217107,,,,,1.11,344.5647243,-2.3954489,20.0619,5.96401
GJ 3293 b,GJ 3293,0.1434,,,0.4,0.42,67.1484425,-25.1713396,20.1903,10.9788
GJ 3293 c,GJ 3293,0.36175,,,0.4,0.42,67.1484425,-25.1713396,20.1903,10.9788
GJ 3293 d,GJ 3293,0.19394,,,0.4,0.42,67.1484425,-25.1713396,20.1903,10.9788
GJ 3293 e,GJ 3293,0.08208,,,0.4,0.42,67.1484425,-25.1713396,20.1903,10.9788
alf Ari b,alf Ari,1.2,,,13.9,1.5,31.793286,23.462421,20.21019,
BD-06 1339 b,BD-06 1339,0.0428,,,,0.7,88.2511811,-5.9963378,20.2695,9.10677
BD-06 1339 c,BD-06 1339,0.435,,,,0.7,88.2511811,-5.9963378,20.2695,9.10677
HD 114613 b,HD 114613,5.34,,,2.14,1.27,198.0111842,-37.8028236,20.2836,4.66174
HD 104067 b,HD 104067,0.2643,,,,0.79,179.7923543,-20.3556058,20.3632,7.62029
GJ 1252 b,GJ 1252,0.00916,0.106,0.00658,0.39,0.38,306.9286462,-56.4622865,20.373,11.2364
GJ 3634 b,GJ 3634,0.0287,,0.026,0.43,0.45,164.6433493,-31.1443383,20.3779,10.9233
alf Tau b,alf Tau,1.46,,,45.1,1.13,68.980174,16.509201,20.4332,
GJ 328 b,GJ 328,4.5,,,,0.69,133.7819507,1.5420011,20.5266,9.2861
HD 33564 b,HD 33564,1.1,,,,1.25,80.6378979,79.2318488,20.9531,4.97155
HD 114783 b,HD 114783,1.169,,,0.84,0.85,198.1818436,-2.2649921,21.0628,7.31783
HD 114783 c,HD 114783,,,,,0.85,198.1818436,-2.2649921,21.0628,7.31783
HIP 4845 b,HIP 4845,0.176,,,,0.62,15.5881733,-10.4246208,21.0974,9.37826
16 Cyg B b,16 Cyg B,1.6,,,,1.0,295.4656422,50.5168243,21.1397,6.06428
RR Cae b,RR Cae,5.3,,,,0.44,65.2733756,-48.6542601,21.1916,13.6576
HD 210277 b,HD 210277,1.13,,,1.07,1.01,332.3748117,-7.5505962,21.2985,6.34701
GJ 4276 b,GJ 4276,0.082,,,0.41,0.41,336.3221454,59.412503,21.3362,11.6605
HD 97658 b,HD 97658,,,,0.77,0.86,168.6376584,25.7105962,21.5618,7.5136
HD 215152 b,HD 215152,0.057638,,,0.73,0.77,340.8380941,-6.4020685,21.5974,7.80163
HD 215152 c,HD 215152,0.067393,,,0.73,0.77,340.8380941,-6.4020685,21.5974,7.80163
HD 215152 d,HD 215152,0.08799,,,0.73,0.77,340.8380941,-6.4020685,21.5974,7.80163
HD 215152 e,HD 215152,0.15417,,,0.73,0.77,340.8380941,-6.4020685,21.5974,7.80163
HD 90156 b,HD 90156,0.2509,,,0.92,0.86,155.9801144,-29.645103,21.9496,6.73951
HD 45184 b,HD 45184,0.0644,,,,1.03,96.1820205,-28.7806402,21.9532,6.21037
HD 45184 c,HD 45184,0.1095,,,1.08,1.01,96.1820205,-28.7806402,21.9532,6.21037
LTT 3780 b,LTT 3780,0.01203,0.12,0.00736,0.38,0.38,154.6449033,-11.717801,21.9814,11.8465
LTT 3780 c,LTT 3780,0.0762,0.216,0.01979,0.38,0.38,154.6449033,-11.717801,21.9814,11.8465
HD 164922 b,HD 164922,2.149,,,1.0,0.92,270.6304652,26.3104077,22.0016,6.78614
HD 164922 c,HD 164922,0.3411,,,1.0,0.92,270.6304652,26.3104077,22.0016,6.78614
HD 164922 d,HD 164922,0.1023,,,1.0,0.92,270.6304652,26.3104077,22.0016,6.78614
HD 164922 e,HD 164922,0.2292,,,1.0,0.92,270.6304652,26.3104077,22.0016,6.78614
HD 4308 b,HD 4308,0.12,,,1.02,0.93,11.1652594,-65.6527159,22.0158,6.37578
HD 63433 b,HD 63433,0.0719,0.192,,0.91,0.99,117.4793699,27.3631342,22.4035,6.71831
HD 63433 c,HD 63433,,,,0.9,,117.4793699,27.3631342,22.4035,6.71831
TOI-270 b,TOI-270,0.03197,0.108,0.00497,0.38,0.39,68.4160804,-51.9573937,22.4793,11.6306
TOI-270 c,TOI-270,0.0472,0.216,,0.38,0.4,68.4160804,-51.9573937,22.4793,11.6306
